activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125140500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,105000.0,88.33,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,1,3,5,1,NA,40,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,2497,37.89,109700,89,636,837,21
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163569200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,175000.0,NA,7.750,NA,3,8711.97,NA,3579.25,2139.25,,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,56,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2747,19.77,77800,81,749,1018,61
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163543200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,85000.0,NA,7.125,NA,3,6709.94,NA,3793.11,480.73,,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,51,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3008,97.47,77800,100,611,1113,72
2024,B4TYDEB6GKMZO031MB27,99999,MI,26005,26005030902,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,1,1,2,2,2,1575000.0,75,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,2105000,1,2,3,5,1,NA,711,44,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,7,,,,,1,5,9,,2574,20.71,78300,133,1018,1672,36
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099231500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,1,195000.0,66.67,7.375,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,285000,1,3,3,5,1,NA,117,44,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,7,,,,10,,,,5413,17.38,109700,78,1422,1658,43
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081012300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000.0,40.43,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,905000,1,1,3,5,1,NA,83,>60%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,35-44,65-74,No,Yes,1,1,6,,,,,1,,,,3410,9.88,97600,180,1165,1290,64
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163532400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,2,1,2,1,2,55000.0,85,7.990,1.220,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,105,50%-60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,1569,88.78,77800,49,248,621,0
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163516000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,1,2,75000.0,194.44,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,35000,1,1,3,5,1,NA,114,41,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,6,,,,,4,,,,2235,92.08,77800,75,586,1122,0
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125162400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,31,1,2,1,2,55000.0,26.44,9.290,1.070,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,185000,1,1,3,5,1,NA,51,<20%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,2028,81.76,109700,71,564,758,62
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125181600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,25000.0,49.39,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,165000,1,1,3,5,1,NA,46,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,5099,23.26,109700,74,1406,2262,63
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163551100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,3,0,2,1,4,2,2,1,2,105000.0,74.84,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,465000,1,1,3,5,1,NA,27,>60%,9,8,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,3,,,,5347,11.39,77800,238,1790,1891,65
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125133001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,31,1,2,1,2,355000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,212,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,2807,14,109700,146,953,959,26
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163561200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,55000.0,54.7,10.065,1.845,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,465000,1,1,3,5,1,NA,88,44,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,7688,46.1,77800,305,2246,2302,15
2024,B4TYDEB6GKMZO031MB27,99999,MI,26029,26029000300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,4,2,2,1,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,67,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2297,7.92,78300,128,882,1482,42
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163550700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,4,0,2,1,2,1,2,1,2,135000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,90,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,5817,9.61,77800,219,1787,1867,76
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081012901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,5,0,2,1,4,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,1200,NA,9,9,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5682,57.27,97600,77,1205,1781,46
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163572100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,1,55000.0,81.31,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,215000,1,3,3,5,1,NA,140,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,4,6,,,7106,12.47,77800,77,1490,1973,57
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,1,1,2,2,2,265000.0,98.15,5.000,-1.602,2,12400.00,NA,11925.00,11925.00,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,67,40,9,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,7,,,,,10,,,,4117,84.09,77800,118,1409,2351,79
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099255200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,3,2,1,1,1,2,2,2,95000.0,97,5.500,-0.960,2,1076.97,NA,367.61,5383.58,,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,54,30%-<36%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,4009,49.49,109700,55,562,968,47
2024,B4TYDEB6GKMZO031MB27,47664,MI,26093,26093740300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,1,3,1,1,2,2,2,355000.0,100,5.500,-0.660,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,94,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,7,2,,,,10,,,,2378,8.96,109700,122,837,869,38
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125134400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,9,2,1,1,1,2,2,1,155000.0,NA,8.375,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,195000,1,3,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4701,10.98,109700,116,1520,1719,49
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,235000.0,96.5,6.125,-0.643,2,5318.51,NA,336.15,4781.40,,360,NA,NA,2,2,2,2,245000,1,1,3,5,2,NA,57,50%-60%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,45-54,35-44,No,No,1,1,3,,,,,10,,,,7392,9,77800,42,688,1774,78
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,135000.0,100,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,135000,1,1,3,5,1,NA,38,50%-60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,4056,92.43,77800,58,933,1805,71
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163566800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,2,1,2,1,1,55000.0,38.46,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,135000,1,1,3,5,1,NA,24,20%-<30%,8,10,11,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,3,,,,3057,36.41,77800,106,611,1193,64
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125150300,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,425000.0,79.67,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1805000,1,1,3,5,1,NA,0,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,1,,,,5422,25.3,109700,187,1798,1913,53
2024,B4TYDEB6GKMZO031MB27,33780,MI,26115,26115830300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,25000.0,47.81,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,295000,1,1,3,5,1,NA,48,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,3,,,,3859,10.39,96500,84,1363,1712,45
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081011902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Free Form Text Only,White,Joint,1,0,2,1,31,1,2,1,2,505000.0,17.79,7.865,-0.355,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,2815000,1,1,3,5,1,NA,291,30%-<36%,9,8,,,,,,,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,7406,16.14,97600,143,2235,2344,28
2024,B4TYDEB6GKMZO031MB27,24340,MI,26139,26139021100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,35000.0,41.31,11.470,3.250,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,215000,1,1,3,5,1,NA,112,30%-<36%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4920,7.64,97600,106,1876,2208,53
2024,B4TYDEB6GKMZO031MB27,13020,MI,26017,26017280600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,5,0,2,1,2,1,2,1,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,25,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,2649,22.05,79700,82,776,1104,0
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,1,2,105000.0,86.38,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,345000,1,1,3,5,1,NA,152,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,4,,,3944,29.01,77800,159,1128,1235,38
2024,B4TYDEB6GKMZO031MB27,43780,MI,26027,26027002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,35000.0,27.27,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,115000,1,1,3,5,1,NA,31,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,3,,,,4445,19.24,87300,69,1573,2368,56
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163566600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,315000.0,91.42,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,81,46,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,3,,,,,5,,,,2036,35.36,77800,129,691,710,45
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161422201,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,1,1465000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,3,3,5,1,NA,2172,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,7,,,,,10,,,,3582,12.56,119500,142,1086,1228,28
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099222106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000.0,79.14,10.740,2.520,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,355000,1,1,3,5,1,NA,148,30%-<36%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4163,25.37,109700,76,902,1188,34
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163543300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,2,2,1,2,25000.0,109.85,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,205000,1,1,3,5,1,NA,142,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,,,,3315,97.32,77800,101,920,1416,74
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163519200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,2,95000.0,97,5.500,-1.512,2,46.56,NA,0.00,4601.92,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,87,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,2,7,,,,10,,,,1440,96.6,77800,47,361,1128,78
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125154100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,1,2,2,1,1,305000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,360,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,2761,15.18,109700,133,966,1207,48
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163536200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,75000.0,106.99,6.375,-1.088,2,3451.19,NA,3026.19,2363.19,1892.12,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,61,30%-<36%,9,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,7,,,,,10,,,,2165,98.43,77800,80,515,1081,74
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081014503,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,355000.0,70,6.250,-0.214,2,3569.11,NA,1230.00,,376.30,360,NA,84,2,2,2,2,385000,1,1,3,5,1,NA,120,43,3,9,3,,,,,3,,,,,2,2,6,,,,,5,,,,,2,2,2,1,2,2,25-34,65-74,No,Yes,1,1,7,,,,,10,,,,7153,19.29,97600,164,2124,2345,20
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099232100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,2,2,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,51,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,6361,31.49,109700,82,2038,2165,41
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125196000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,31,1,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,240,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6345,34.56,109700,159,1927,2051,43
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125130600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,155000.0,65.69,9.490,1.270,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,615000,1,1,3,5,1,NA,226,44,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,3056,10.34,109700,87,1295,1382,47
2024,B4TYDEB6GKMZO031MB27,35660,MI,26021,26021001000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,1,4,2,2,1,2,55000.0,71.77,10.540,2.400,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,245000,1,1,3,5,1,NA,126,42,8,9,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,35-44,>74,No,Yes,1,1,6,,,,,10,,,,1827,13.96,85700,129,816,977,66
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163567800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,55000.0,61.55,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,325000,1,1,3,5,1,NA,53,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,,,,4992,37.54,77800,115,1120,1332,53
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163560300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,135000.0,84.36,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,625000,1,1,3,5,1,NA,324,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,3,4,6,,3598,26.79,77800,240,1107,1206,36
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125196100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,5,0,2,1,2,2,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,53,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,6573,32.18,109700,133,1925,2102,44
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125192700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,4,1,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,88,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,6,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,3202,29.83,109700,138,973,1007,38
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125181200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,4,0,2,1,4,1,2,1,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,41,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,6425,21.12,109700,73,2043,2389,59
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161404300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000.0,72.48,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,505000,1,1,3,5,1,NA,400,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2696,17.06,119500,127,1132,1176,62
