activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099241800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,2,1,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,40,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,5296,50.11,109700,75,1174,1986,41
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099231100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,45000.0,86.4,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,435000,1,1,3,5,1,NA,165,43,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,4,,,3697,24.61,109700,76,996,1338,45
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099222800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,205000.0,97,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,66,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,<25,<25,No,No,1,1,2,7,,,,3,6,,,3119,12.02,109700,104,1020,1132,43
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163562500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,2,1,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,81,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,1975,12.76,77800,124,333,513,65
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163587000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,35000.0,80,7.490,3.460,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,1,3,5,1,NA,129,40,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4008,29.59,77800,113,1052,1445,42
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099252000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,1,1,1,1,2,2,2,215000.0,80,6.375,-0.675,2,0.00,NA,0.00,4119.17,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,84,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,2475,16.97,109700,89,915,1148,62
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,4,1,2,1,2,325000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,119,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,8340,50.19,77800,179,2375,2570,15
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099241900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,58,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,4879,28.63,109700,77,1174,1570,58
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163539000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,1,1,1,1,2,2,2,125000.0,92.76,7.250,0.337,2,468.48,NA,468.48,468.48,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,44,37,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,7,,,,,10,,,,2769,98.01,77800,66,781,1370,73
2024,B4TYDEB6GKMZO031MB27,47664,MI,26093,26093740800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,2,1,2,105000.0,29.07,7.490,1.505,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,345000,1,1,3,5,1,NA,50,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,2746,8.23,109700,116,1024,983,42
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161413200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,2,2,2,1,2,35000.0,37.56,7.990,3.410,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,235000,1,1,3,5,1,NA,62,43,8,10,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5190,43.37,119500,83,1106,1615,20
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163545600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,145000.0,85,5.875,-0.968,2,0.00,NA,0.00,4413.03,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,105,20%-<30%,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,5319,39.63,77800,50,835,1662,74
2024,B4TYDEB6GKMZO031MB27,99999,MI,26005,26005030302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,105000.0,59.94,6.990,1.580,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,455000,1,1,3,5,1,NA,177,37,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,5079,9.06,78300,123,1753,2040,42
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163578600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,5,0,2,1,2,1,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,520,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6443,40.96,77800,72,1030,1720,68
2024,B4TYDEB6GKMZO031MB27,45900,MI,26079,26079950601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,9,2,1,1,1,2,2,2,365000.0,NA,8.125,NA,3,8701.99,NA,6456.49,4761.49,,360,NA,NA,2,2,2,2,485000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2131,6.76,94500,84,887,2429,43
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099245100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,255000.0,97,6.375,-0.031,2,0.00,NA,0.00,3213.03,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,122,43,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,7,,,,10,,,,3891,25.52,109700,60,900,1634,0
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099262500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,25000.0,60.05,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,215000,1,1,3,5,1,NA,48,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,5435,40.99,109700,63,1387,1732,56
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125124500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,1,31,2,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,135,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,5997,11.61,109700,73,1857,2466,43
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163558200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,4,2,2,1,2,115000.0,75.49,7.490,1.705,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,325000,1,1,3,5,1,NA,96,48,8,10,2,,,,,5,,,,,2,4,27,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,4461,22.91,77800,131,1443,1662,58
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,1,1,2,2,2,225000.0,90,6.875,0.248,2,5887.65,NA,3672.27,2192.27,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,142,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,7,,,,10,,,,6452,53.97,77800,240,1428,1562,16
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125145600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,95000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,27,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,2,7,,,,10,,,,4629,18.06,109700,112,1519,1713,32
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099220003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,1,1,1,1,2,2,2,235000.0,80,6.375,-0.582,2,658.91,NA,86.30,5138.80,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,72,30%-<36%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,5218,9.98,109700,122,1572,1617,21
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099261400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,2,1,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,99,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2772,20.31,109700,83,899,1005,0
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125162300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,285000.0,109.09,6.000,-0.938,2,1100.00,NA,701.00,,600.00,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,96,42,9,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,7,,,,,10,,,,3908,92.53,109700,80,1220,1484,59
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081002300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,235000.0,80,6.875,0.019,2,3958.13,NA,1733.00,1003.00,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,234,<20%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,7,,,,10,,,,4106,14.71,97600,128,1209,1427,66
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125127600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,4,2,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,137,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5076,12.96,109700,174,1606,1709,24
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163503200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,1,2,25000.0,56.7,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,45000,1,1,3,5,1,NA,12,>60%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,3002,95.7,77800,39,344,1480,71
2024,B4TYDEB6GKMZO031MB27,29620,MI,26045,26045020101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,2,1,2,185000.0,52.17,6.990,1.110,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,345000,1,1,3,5,1,NA,92,42,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2844,26.62,91300,145,1250,1275,42
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564501,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,4,2,2,1,2,205000.0,82.75,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,505000,1,1,3,5,1,NA,84,>60%,8,10,2,,,,,5,,,,,2,4,2,25,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,6122,34.43,77800,273,1691,1686,15
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163526200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,65000.0,57.14,7.490,1.030,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,105000,1,1,3,5,2,NA,90,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3026,66.23,77800,60,435,954,0
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081014000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,75000.0,31.91,7.990,1.340,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,235000,1,1,3,5,1,NA,45,42,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6773,39.88,97600,83,1898,2266,58
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161415400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,4,2,2,1,2,75000.0,69.43,7.990,1.780,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,765000,1,1,3,5,1,NA,150,44,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2123,33.58,119500,87,608,510,19
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163539200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,135000.0,93.11,7.125,0.068,2,0.00,NA,0.00,,94.50,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,44,49,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,7,,,,,10,,,,4863,98.5,77800,73,1457,2072,67
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163565800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,35000.0,89.37,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,215000,1,1,3,5,1,NA,95,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3751,27.57,77800,123,913,1270,61
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163584200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,3,0,2,1,4,1,2,1,2,25000.0,12.61,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,195000,1,1,3,5,1,NA,140,20%-<30%,8,9,1,11,,,,2,,,,,2,2,1,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,3,,,,3619,44.85,77800,108,747,1088,56
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125167000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,3,0,2,1,2,2,2,1,2,75000.0,52.77,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,355000,1,1,3,5,1,NA,111,41,8,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,5534,36.86,109700,145,1757,1842,42
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099256200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,25000.0,13.5,7.990,2.520,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,185000,1,1,3,5,1,NA,70,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,1853,28.71,109700,61,427,661,64
2024,B4TYDEB6GKMZO031MB27,47664,MI,26093,26093713100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,55000.0,63.67,7.990,2.030,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,415000,1,1,3,5,1,NA,151,20%-<30%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4723,7.45,109700,127,1679,1829,37
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099222800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,2,2,1,2,65000.0,62.91,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,445000,1,1,3,5,1,NA,148,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,3,,,,3119,12.02,109700,104,1020,1132,43
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163580700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,2,1,2,1,2,55000.0,20,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,255000,1,1,3,5,1,NA,184,<20%,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,6,,,,,6,,,,3484,15.82,77800,122,873,1283,78
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099258200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,5,0,2,1,4,2,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,68,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3064,48.34,109700,61,702,1017,65
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125190700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,35000.0,51.86,7.990,3.160,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,495000,1,1,3,5,1,NA,173,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5205,27.92,109700,207,1683,1802,25
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081014504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,525000.0,80,6.250,-0.196,2,4211.58,NA,1617.20,187.20,,360,NA,84,2,2,2,2,655000,1,1,3,5,1,NA,120,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,7,,,,,10,,,,5288,24.36,97600,98,1014,1226,27
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125161300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,205000.0,95,6.125,-0.623,2,123.56,NA,123.56,3680.18,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,95,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,7,,,,10,,,,3693,68.94,109700,68,1060,1458,60
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161465002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,5,0,2,1,2,2,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,70,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3810,12.26,119500,88,1274,1649,36
2024,B4TYDEB6GKMZO031MB27,47664,MI,26087,26087336000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000.0,72.7,6.990,2.040,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,625000,1,1,3,5,1,NA,212,50%-60%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5227,8.26,109700,106,2103,2465,44
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163576300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,5,0,2,1,2,2,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,79,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2383,18.93,77800,134,790,982,66
2024,B4TYDEB6GKMZO031MB27,24340,MI,26117,26117971200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,2,32,1,2,2,2,205000.0,68.34,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,62,50%-60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,3,,,,,1,,,,5847,10.54,97600,70,1816,2087,46
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099255500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,195000.0,97,6.375,-0.097,2,1158.24,NA,412.36,4770.41,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,72,30%-<36%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,25-34,No,No,1,1,2,,,,,10,,,,1616,23.51,109700,92,506,679,56
