race,sex,ethnicity,loan_type,loan_purpose,loan_amount,income,debt_to_income,applicant_age,tract_minority_pct,tract_income_pct,loan_approved
White,Joint,Not Hispanic or Latino,1,31,155000.0,112.0,40,65-74,9.18,92,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,325.0,42,55-64,11.12,238,1
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,73.0,45,65-74,46.17,68,1
Black or African American,Male,Not Hispanic or Latino,1,2,125000.0,50.0,>60%,45-54,98.83,55,0
White,Joint,Ethnicity Not Available,1,2,35000.0,139.0,30%-<36%,35-44,8.17,132,1
White,Female,Not Hispanic or Latino,1,2,85000.0,73.0,45,25-34,18.34,95,1
White,Female,Not Hispanic or Latino,1,2,45000.0,72.0,20%-<30%,35-44,28.59,91,0
White,Male,Hispanic or Latino,1,1,105000.0,41.0,20%-<30%,<25,49.49,55,1
White,Male,Not Hispanic or Latino,1,31,105000.0,180.0,42,55-64,9.3,78,1
White,Male,Not Hispanic or Latino,1,2,105000.0,83.0,50%-60%,35-44,12.5,83,0
White,Male,Not Hispanic or Latino,1,1,325000.0,217.0,30%-<36%,25-34,10.39,84,1
White,Male,Free Form Text Only,1,1,115000.0,36.0,45,25-34,83.24,78,0
Black or African American,Joint,Not Hispanic or Latino,1,31,105000.0,182.0,36,45-54,43.77,96,1
White,Male,Not Hispanic or Latino,1,31,85000.0,42.0,50%-60%,55-64,43.58,153,1
White,Male,Not Hispanic or Latino,1,4,35000.0,69.0,44,35-44,12.31,102,0
White,Male,Not Hispanic or Latino,1,4,55000.0,100.0,47,25-34,24.04,117,0
White,Male,Not Hispanic or Latino,1,2,155000.0,141.0,43,65-74,21.56,135,0
White,Male,Not Hispanic or Latino,1,4,45000.0,76.0,39,35-44,19.24,69,0
White,Male,Not Hispanic or Latino,1,2,75000.0,100.0,41,25-34,20.5,132,0
White,Male,Not Hispanic or Latino,1,2,105000.0,96.0,47,55-64,12.61,83,1
Black or African American,Male,Not Hispanic or Latino,1,1,125000.0,49.0,20%-<30%,25-34,98.33,61,1
White,Male,Not Hispanic or Latino,1,4,55000.0,60.0,50%-60%,55-64,41.93,85,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,132.0,40,25-34,17.38,78,0
White,Joint,Not Hispanic or Latino,1,31,55000.0,53.0,46,>74,12.93,200,1
Asian,Joint,Not Hispanic or Latino,1,1,315000.0,216.0,30%-<36%,45-54,15.99,132,1
White,Joint,Not Hispanic or Latino,1,4,35000.0,114.0,30%-<36%,55-64,38.82,67,1
White,Female,Not Hispanic or Latino,1,4,25000.0,60.0,20%-<30%,35-44,36.87,73,1
White,Male,Not Hispanic or Latino,1,4,35000.0,37.0,>60%,45-54,24.61,76,0
White,Female,Not Hispanic or Latino,1,4,25000.0,82.0,48,35-44,5.65,131,0
White,Male,Not Hispanic or Latino,1,2,35000.0,73.0,50%-60%,25-34,16.7,68,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,50.0,42,>74,6.06,77,0
White,Male,Not Hispanic or Latino,1,2,95000.0,156.0,<20%,65-74,15.38,147,0
White,Male,Not Hispanic or Latino,1,1,195000.0,67.0,30%-<36%,25-34,12.86,78,1
White,Male,Not Hispanic or Latino,1,2,55000.0,165.0,37,55-64,8.25,162,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,293.0,<20%,45-54,44.12,76,0
White,Joint,Not Hispanic or Latino,1,4,85000.0,174.0,39,45-54,5.97,65,1
White,Female,Not Hispanic or Latino,1,4,75000.0,107.0,43,35-44,6.16,114,0
White,Male,Not Hispanic or Latino,1,2,155000.0,150.0,<20%,45-54,17.18,220,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,69.0,45,65-74,15.27,133,1
Black or African American,Female,Not Hispanic or Latino,1,1,225000.0,76.0,45,25-34,17.88,91,1
White,Joint,Not Hispanic or Latino,1,2,85000.0,200.0,30%-<36%,45-54,13.21,130,0
Asian,Male,Not Hispanic or Latino,1,2,355000.0,230.0,>60%,45-54,37.57,174,0
White,Female,Not Hispanic or Latino,1,31,105000.0,41.0,>60%,45-54,67.76,105,0
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,58.0,30%-<36%,45-54,97.63,67,0
White,Female,Not Hispanic or Latino,1,2,215000.0,245.0,30%-<36%,45-54,7.8,141,1
White,Female,Not Hispanic or Latino,1,31,145000.0,69.0,44,65-74,11.8,110,1
Black or African American,Male,Not Hispanic or Latino,1,2,255000.0,90.0,>60%,45-54,11.39,238,0
White,Male,Not Hispanic or Latino,1,1,245000.0,80.0,30%-<36%,25-34,46.22,90,1
White,Joint,Not Hispanic or Latino,1,1,665000.0,152.0,38,65-74,46.1,305,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,63.0,20%-<30%,35-44,97.72,50,0
White,Male,Not Hispanic or Latino,1,2,105000.0,70.0,46,65-74,47.04,110,1
Black or African American,Male,Not Hispanic or Latino,1,1,195000.0,82.0,20%-<30%,25-34,20.9,72,1
White,Female,Not Hispanic or Latino,1,2,55000.0,133.0,<20%,35-44,38.4,212,1
White,Female,Not Hispanic or Latino,1,4,25000.0,37.0,20%-<30%,65-74,28.66,55,0
White,Male,Not Hispanic or Latino,1,4,275000.0,135.0,44,55-64,7.44,150,1
White,Female,Not Hispanic or Latino,1,2,105000.0,95.0,20%-<30%,>74,35.15,141,1
White,Male,Not Hispanic or Latino,1,2,55000.0,48.0,>60%,55-64,7.82,150,0
White,Male,Not Hispanic or Latino,1,1,145000.0,97.0,30%-<36%,45-54,17.27,67,1
White,Female,Hispanic or Latino,1,1,365000.0,115.0,38,35-44,24.47,187,1
Asian,Male,Not Hispanic or Latino,1,31,105000.0,29.0,>60%,55-64,12.06,196,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,71.0,50%-60%,25-34,67.89,65,0
White,Female,Not Hispanic or Latino,1,2,55000.0,137.0,50%-60%,45-54,15.2,94,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,39.0,50%-60%,65-74,21.13,184,0
White,Female,Not Hispanic or Latino,1,2,75000.0,33.0,>60%,65-74,4.67,97,0
Black or African American,Female,Not Hispanic or Latino,1,1,165000.0,46.0,49,45-54,68.1,119,1
Asian,Female,Not Hispanic or Latino,1,2,105000.0,92.0,>60%,55-64,36.03,175,0
White,Joint,Not Hispanic or Latino,1,1,355000.0,290.0,<20%,45-54,12.87,110,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,61.0,42,>74,15.71,84,1
White,Male,Not Hispanic or Latino,1,4,35000.0,75.0,50%-60%,25-34,6.97,122,0
Black or African American,Female,Not Hispanic or Latino,1,4,25000.0,123.0,43,45-54,41.74,74,0
Black or African American,Male,Not Hispanic or Latino,1,2,95000.0,48.0,>60%,35-44,81.41,104,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,137.0,<20%,45-54,12.06,149,1
White,Female,Not Hispanic or Latino,1,2,55000.0,25.0,20%-<30%,45-54,33.4,71,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,4.0,>60%,25-34,98.3,51,0
White,Male,Not Hispanic or Latino,1,32,235000.0,104.0,20%-<30%,>74,7.66,85,1
Black or African American,Male,Not Hispanic or Latino,1,2,45000.0,132.0,20%-<30%,45-54,98.8,52,0
White,Male,Not Hispanic or Latino,1,2,85000.0,115.0,45,35-44,9.32,114,1
White,Male,Not Hispanic or Latino,1,4,65000.0,105.0,45,45-54,9.1,114,1
White,Male,Hispanic or Latino,1,2,155000.0,217.0,<20%,45-54,29.27,192,0
White,Female,Not Hispanic or Latino,1,4,25000.0,54.0,<20%,45-54,14.84,110,0
Black or African American,Male,Hispanic or Latino,2,1,385000.0,113.0,41,45-54,37.54,115,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,123.0,30%-<36%,45-54,12.53,151,1
White,Female,Ethnicity Not Available,1,2,35000.0,98.0,37,55-64,25.97,182,1
White,Male,Not Hispanic or Latino,1,31,75000.0,28.0,45,>74,8.45,88,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,149.0,38,45-54,18.0,143,0
White,Joint,Not Hispanic or Latino,1,2,45000.0,153.0,20%-<30%,55-64,9.03,132,1
White,Male,Not Hispanic or Latino,1,4,55000.0,75.0,<20%,45-54,18.04,154,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,51.0,20%-<30%,55-64,97.68,64,0
White,Male,Not Hispanic or Latino,1,1,215000.0,69.0,41,25-34,27.57,123,0
White,Joint,Not Hispanic or Latino,1,4,75000.0,150.0,>60%,35-44,14.97,91,0
2 or more minority races,Female,Not Hispanic or Latino,1,2,105000.0,66.0,>60%,65-74,92.53,80,0
White,Joint,Not Hispanic or Latino,1,31,145000.0,255.0,45,45-54,11.76,123,1
White,Joint,Not Hispanic or Latino,1,4,225000.0,84.0,44,55-64,10.56,106,1
White,Female,Not Hispanic or Latino,1,31,155000.0,160.0,20%-<30%,45-54,19.14,142,1
White,Male,Not Hispanic or Latino,1,2,25000.0,99.0,30%-<36%,45-54,16.19,80,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,115.0,43,55-64,12.54,102,1
White,Female,Not Hispanic or Latino,1,1,95000.0,33.0,39,45-54,21.53,109,1
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,96.0,<20%,35-44,99.02,53,0
Asian,Female,Not Hispanic or Latino,1,31,15000.0,31.0,20%-<30%,>74,49.65,44,1
White,Joint,Not Hispanic or Latino,1,4,505000.0,188.0,43,55-64,26.66,384,1
Black or African American,Female,Not Hispanic or Latino,1,4,65000.0,47.0,>60%,65-74,17.12,171,0
Black or African American,Female,Not Hispanic or Latino,1,4,25000.0,55.0,39,45-54,97.72,50,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,297.0,30%-<36%,45-54,26.66,384,1
White,Male,Not Hispanic or Latino,1,1,75000.0,64.0,50%-60%,35-44,30.66,59,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,216.0,<20%,35-44,13.24,92,1
Asian,Male,Hispanic or Latino,1,31,65000.0,85.0,>60%,35-44,21.59,87,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,95.0,<20%,35-44,40.05,112,0
White,Female,Not Hispanic or Latino,1,1,165000.0,48.0,30%-<36%,45-54,8.84,131,1
Black or African American,Male,Not Hispanic or Latino,1,1,215000.0,52.0,46,45-54,98.76,84,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,117.0,<20%,>74,38.4,212,0
White,Female,Not Hispanic or Latino,1,1,125000.0,72.0,<20%,35-44,70.36,95,1
Black or African American,Joint,Not Hispanic or Latino,1,4,105000.0,27.0,>60%,45-54,10.78,151,0
White,Joint,Ethnicity Not Available,1,1,1155000.0,352.0,43,45-54,10.53,266,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,106.0,43,65-74,22.36,74,1
White,Joint,Not Hispanic or Latino,1,31,115000.0,152.0,50%-60%,35-44,8.12,391,0
White,Female,Hispanic or Latino,1,2,35000.0,59.0,49,55-64,68.1,119,1
White,Male,Not Hispanic or Latino,1,2,105000.0,272.0,<20%,55-64,8.77,117,1
White,Female,Not Hispanic or Latino,1,31,35000.0,3.0,>60%,55-64,4.02,116,0
Black or African American,Female,Not Hispanic or Latino,1,1,95000.0,74.0,20%-<30%,35-44,98.64,46,1
White,Joint,Not Hispanic or Latino,1,2,65000.0,94.0,50%-60%,55-64,12.3,129,0
Asian,Male,Not Hispanic or Latino,1,4,325000.0,144.0,50%-60%,35-44,42.93,128,1
White,Male,Not Hispanic or Latino,1,1,215000.0,94.0,20%-<30%,25-34,6.91,75,1
Black or African American,Female,Hispanic or Latino,1,31,205000.0,163.0,20%-<30%,35-44,9.91,106,1
White,Male,Hispanic or Latino,1,2,15000.0,110.0,<20%,25-34,86.17,65,1
2 or more minority races,Male,Free Form Text Only,1,2,25000.0,25.0,<20%,25-34,97.66,79,0
White,Joint,Hispanic or Latino,1,1,485000.0,1025.0,20%-<30%,45-54,16.21,204,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,48.0,>60%,65-74,17.3,176,0
Asian,Male,Not Hispanic or Latino,1,2,125000.0,85.0,50%-60%,35-44,50.19,179,1
Black or African American,Female,Not Hispanic or Latino,1,4,25000.0,40.0,30%-<36%,25-34,97.68,64,0
White,Male,Not Hispanic or Latino,1,1,305000.0,140.0,39,25-34,27.72,72,1
White,Male,Not Hispanic or Latino,1,4,55000.0,75.0,20%-<30%,45-54,47.61,81,1
Asian,Male,Not Hispanic or Latino,1,1,225000.0,66.0,30%-<36%,25-34,18.63,72,1
White,Male,Not Hispanic or Latino,1,1,155000.0,67.0,36,35-44,18.49,114,1
Black or African American,Male,Ethnicity Not Available,1,1,275000.0,218.0,30%-<36%,35-44,45.19,68,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,96.0,50%-60%,25-34,17.17,94,0
White,Female,Not Hispanic or Latino,1,4,45000.0,40.0,30%-<36%,>74,18.57,163,1
White,Male,Not Hispanic or Latino,1,2,105000.0,117.0,30%-<36%,55-64,6.16,114,1
White,Male,Not Hispanic or Latino,1,1,55000.0,120.0,<20%,25-34,52.49,58,0
White,Female,Hispanic or Latino,1,2,165000.0,120.0,46,45-54,14.63,113,1
Black or African American,Joint,Not Hispanic or Latino,1,31,55000.0,80.0,50%-60%,65-74,34.68,162,0
White,Joint,Not Hispanic or Latino,1,31,155000.0,140.0,<20%,55-64,19.14,142,1
White,Male,Not Hispanic or Latino,1,2,85000.0,76.0,20%-<30%,35-44,16.56,130,1
Asian,Female,Not Hispanic or Latino,1,2,135000.0,123.0,20%-<30%,35-44,37.95,142,0
White,Joint,Joint,1,31,65000.0,28.0,40,65-74,21.12,73,1
White,Female,Not Hispanic or Latino,1,2,105000.0,78.0,48,35-44,20.76,132,0
White,Male,Hispanic or Latino,1,2,105000.0,111.0,>60%,45-54,12.82,124,0
White,Female,Not Hispanic or Latino,1,1,885000.0,450.0,20%-<30%,25-34,46.1,305,1
Black or African American,Joint,Ethnicity Not Available,1,4,45000.0,138.0,40,45-54,19.46,72,0
White,Joint,Not Hispanic or Latino,1,1,415000.0,297.0,20%-<30%,35-44,18.38,99,1
White,Male,Not Hispanic or Latino,1,2,65000.0,79.0,39,35-44,12.17,94,1
White,Female,Not Hispanic or Latino,1,4,25000.0,47.0,>60%,45-54,8.14,116,0
White,Joint,Not Hispanic or Latino,1,1,245000.0,200.0,30%-<36%,65-74,8.62,97,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,49.0,36,>74,10.31,75,1
Asian,Female,Not Hispanic or Latino,1,2,25000.0,35.0,>60%,45-54,48.52,36,0
White,Male,Not Hispanic or Latino,1,1,105000.0,122.0,30%-<36%,55-64,12.13,124,1
White,Female,Not Hispanic or Latino,1,4,25000.0,130.0,38,45-54,40.96,72,0
Asian,Male,Not Hispanic or Latino,1,2,55000.0,37.0,43,35-44,48.34,61,0
White,Male,Not Hispanic or Latino,1,1,215000.0,86.0,30%-<36%,25-34,8.1,98,1
White,Female,Not Hispanic or Latino,1,2,75000.0,85.0,>60%,45-54,57.93,96,0
White,Male,Not Hispanic or Latino,1,2,55000.0,80.0,49,55-64,12.27,128,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,176.0,>60%,35-44,15.47,174,0
White,Male,Not Hispanic or Latino,1,31,305000.0,88.0,50%-60%,65-74,10.58,83,1
White,Male,Not Hispanic or Latino,1,2,105000.0,98.0,37,45-54,10.34,87,1
White,Joint,Not Hispanic or Latino,1,4,235000.0,196.0,30%-<36%,35-44,10.24,75,0
White,Female,Not Hispanic or Latino,1,4,25000.0,65.0,>60%,45-54,21.08,96,0
White,Male,Ethnicity Not Available,1,2,25000.0,72.0,43,25-34,25.39,74,0
American Indian or Alaska Native,Female,Not Hispanic or Latino,1,2,25000.0,89.0,<20%,35-44,15.27,133,0
Asian,Joint,Not Hispanic or Latino,1,2,105000.0,201.0,30%-<36%,35-44,44.32,163,0
Black or African American,Female,Not Hispanic or Latino,1,1,125000.0,43.0,42,35-44,95.27,39,1
White,Male,Not Hispanic or Latino,1,31,155000.0,140.0,>60%,45-54,7.94,126,0
Asian,Male,Not Hispanic or Latino,1,1,385000.0,94.0,45,55-64,33.58,87,1
White,Joint,Not Hispanic or Latino,1,2,75000.0,140.0,40,45-54,8.33,100,1
White,Male,Not Hispanic or Latino,1,2,35000.0,200.0,30%-<36%,45-54,14.61,110,0
White,Female,Not Hispanic or Latino,1,1,205000.0,65.0,43,<25,9.32,114,1
Black or African American,Male,Not Hispanic or Latino,1,2,55000.0,139.0,<20%,45-54,66.35,57,0
White,Male,Hispanic or Latino,1,1,85000.0,16.0,36,65-74,97.36,47,0
White,Female,Not Hispanic or Latino,2,1,195000.0,87.0,50%-60%,>74,19.42,127,1
White,Female,Not Hispanic or Latino,1,4,45000.0,110.0,>60%,35-44,14.93,124,0
Asian,Male,Not Hispanic or Latino,1,2,75000.0,73.0,>60%,25-34,49.07,89,0
White,Male,Not Hispanic or Latino,1,4,95000.0,69.0,49,45-54,27.93,90,1
Asian,Joint,Joint,1,2,205000.0,150.0,36,45-54,40.66,91,0
White,Male,Not Hispanic or Latino,1,1,195000.0,71.0,30%-<36%,<25,36.31,104,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,182.0,38,45-54,12.26,142,1
White,Male,Not Hispanic or Latino,1,31,125000.0,151.0,40,45-54,12.02,104,1
White,Joint,Not Hispanic or Latino,1,1,135000.0,126.0,20%-<30%,35-44,24.96,55,1
White,Female,Not Hispanic or Latino,1,1,165000.0,64.0,20%-<30%,45-54,44.16,66,1
White,Female,Not Hispanic or Latino,1,31,275000.0,175.0,44,55-64,6.7,123,1
White,Male,Not Hispanic or Latino,1,4,105000.0,41.0,30%-<36%,>74,10.52,297,0
White,Female,Not Hispanic or Latino,1,4,205000.0,111.0,20%-<30%,65-74,12.65,132,0
White,Joint,Not Hispanic or Latino,1,2,155000.0,35.0,>60%,55-64,12.3,127,0
Asian,Male,Hispanic or Latino,1,1,245000.0,55.0,46,<25,11.13,150,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,345.0,30%-<36%,35-44,11.45,162,0
2 or more minority races,Female,Not Hispanic or Latino,1,2,25000.0,47.0,<20%,55-64,70.82,50,0
Black or African American,Female,Not Hispanic or Latino,1,4,25000.0,60.0,30%-<36%,35-44,94.79,74,0
White,Male,Not Hispanic or Latino,1,4,105000.0,107.0,>60%,55-64,10.84,115,0
White,Joint,Not Hispanic or Latino,1,1,545000.0,187.0,30%-<36%,35-44,33.29,179,1
White,Joint,Not Hispanic or Latino,1,31,125000.0,375.0,37,35-44,12.6,110,0
2 or more minority races,Female,Ethnicity Not Available,1,2,25000.0,63.0,<20%,>74,98.14,56,0
White,Male,Not Hispanic or Latino,1,4,65000.0,150.0,46,35-44,7.83,99,0
2 or more minority races,Male,Not Hispanic or Latino,1,1,105000.0,47.0,>60%,35-44,43.51,136,0
White,Male,Not Hispanic or Latino,2,1,255000.0,84.0,47,25-34,12.54,102,1
White,Male,Not Hispanic or Latino,1,2,105000.0,137.0,39,35-44,77.99,70,1
White,Joint,Not Hispanic or Latino,1,4,125000.0,75.0,>60%,55-64,20.59,91,0
Black or African American,Male,Not Hispanic or Latino,1,1,275000.0,80.0,48,25-34,67.76,105,0
White,Joint,Not Hispanic or Latino,1,4,225000.0,692.0,<20%,35-44,46.91,176,1
White,Male,Not Hispanic or Latino,1,4,55000.0,82.0,41,45-54,8.05,101,1
Black or African American,Male,Not Hispanic or Latino,1,2,45000.0,106.0,40,45-54,76.82,41,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,67.0,39,65-74,10.41,91,1
White,Male,Not Hispanic or Latino,1,1,185000.0,64.0,45,25-34,39.95,70,1
White,Joint,Not Hispanic or Latino,1,31,255000.0,531.0,20%-<30%,55-64,8.08,161,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,92.0,43,45-54,30.75,158,1
Black or African American,Female,Not Hispanic or Latino,1,1,175000.0,0.0,>60%,<25,47.61,81,0
White,Female,Not Hispanic or Latino,1,31,105000.0,74.0,30%-<36%,65-74,54.54,181,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,95.0,30%-<36%,55-64,9.53,117,0
American Indian or Alaska Native,Male,Hispanic or Latino,1,1,165000.0,62.0,20%-<30%,25-34,25.46,63,1
White,Male,Not Hispanic or Latino,1,2,55000.0,87.0,47,35-44,60.22,120,0
Black or African American,Female,Not Hispanic or Latino,1,31,105000.0,80.0,30%-<36%,55-64,71.42,63,1
Black or African American,Male,Ethnicity Not Available,1,2,35000.0,45.0,49,65-74,27.93,90,1
White,Male,Not Hispanic or Latino,1,2,25000.0,120.0,30%-<36%,25-34,34.93,130,0
White,Female,Not Hispanic or Latino,1,32,325000.0,101.0,37,55-64,27.28,123,1
White,Female,Not Hispanic or Latino,1,2,25000.0,100.0,44,65-74,19.96,162,0
White,Male,Not Hispanic or Latino,1,1,165000.0,41.0,46,65-74,72.92,101,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,120.0,20%-<30%,55-64,14.67,73,1
White,Joint,Not Hispanic or Latino,1,31,305000.0,250.0,20%-<30%,55-64,34.56,159,1
White,Female,Ethnicity Not Available,1,31,125000.0,28.0,>60%,65-74,13.88,55,0
White,Joint,Not Hispanic or Latino,1,4,35000.0,76.0,50%-60%,55-64,10.33,115,0
White,Male,Not Hispanic or Latino,1,4,205000.0,85.0,44,45-54,7.6,181,1
White,Joint,Not Hispanic or Latino,1,1,1445000.0,994.0,30%-<36%,35-44,15.89,188,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,115.0,50%-60%,55-64,14.93,94,0
White,Joint,Not Hispanic or Latino,1,1,475000.0,275.0,20%-<30%,25-34,15.68,143,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,82.0,20%-<30%,65-74,7.6,181,1
White,Female,Not Hispanic or Latino,1,4,125000.0,229.0,20%-<30%,45-54,12.07,118,1
White,Female,Not Hispanic or Latino,1,4,25000.0,420.0,<20%,>74,29.01,148,0
White,Joint,Not Hispanic or Latino,1,1,355000.0,293.0,50%-60%,45-54,9.77,109,1
Black or African American,Female,Not Hispanic or Latino,1,1,75000.0,66.0,20%-<30%,35-44,97.32,101,1
White,Female,Not Hispanic or Latino,1,1,325000.0,85.0,42,45-54,18.59,114,1
White,Male,Not Hispanic or Latino,1,1,115000.0,45.0,30%-<36%,<25,11.18,110,1
White,Female,Not Hispanic or Latino,1,4,305000.0,130.0,30%-<36%,55-64,7.15,90,1
White,Joint,Not Hispanic or Latino,1,2,205000.0,106.0,39,65-74,18.11,132,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,56.0,<20%,35-44,95.72,47,0
Black or African American,Female,Not Hispanic or Latino,1,1,255000.0,73.0,41,25-34,28.63,77,1
White,Male,Not Hispanic or Latino,1,2,195000.0,242.0,30%-<36%,55-64,46.91,158,1
Asian,Joint,Not Hispanic or Latino,1,1,465000.0,162.0,30%-<36%,25-34,21.56,135,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,137.0,20%-<30%,45-54,15.51,101,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,34.0,50%-60%,65-74,7.56,94,0
White,Male,Not Hispanic or Latino,1,2,105000.0,128.0,>60%,45-54,19.14,142,0
White,Male,Not Hispanic or Latino,1,1,255000.0,65.0,38,<25,20.54,146,1
Asian,Male,Not Hispanic or Latino,1,2,225000.0,400.0,36,45-54,44.32,163,1
White,Female,Not Hispanic or Latino,1,2,25000.0,27.0,38,>74,96.84,72,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,129.0,44,>74,21.13,184,1
Black or African American,Joint,Joint,1,1,265000.0,72.0,39,25-34,52.49,58,1
Black or African American,Joint,Not Hispanic or Latino,1,2,105000.0,52.0,36,65-74,95.06,56,0
Black or African American,Female,Free Form Text Only,1,2,25000.0,41.0,47,65-74,92.16,116,0
White,Joint,Not Hispanic or Latino,1,2,75000.0,139.0,20%-<30%,55-64,27.92,207,1
White,Male,Not Hispanic or Latino,1,2,55000.0,52.0,>60%,65-74,28.24,124,0
White,Female,Not Hispanic or Latino,1,2,75000.0,12.0,>60%,55-64,65.48,64,0
White,Male,Not Hispanic or Latino,1,31,105000.0,0.0,>60%,55-64,18.23,240,0
White,Joint,Not Hispanic or Latino,1,1,505000.0,360.0,30%-<36%,55-64,10.78,127,1
White,Male,Not Hispanic or Latino,1,2,105000.0,166.0,20%-<30%,35-44,25.52,60,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,350.0,20%-<30%,35-44,26.66,384,0
White,Female,Not Hispanic or Latino,1,2,25000.0,102.0,20%-<30%,35-44,7.53,107,0
Black or African American,Male,Not Hispanic or Latino,1,1,285000.0,84.0,48,25-34,96.74,85,1
White,Male,Not Hispanic or Latino,1,2,55000.0,80.0,30%-<36%,55-64,9.53,117,0
White,Joint,Not Hispanic or Latino,1,2,205000.0,83.0,36,55-64,10.88,96,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,85.0,30%-<36%,45-54,18.49,114,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,179.0,<20%,55-64,11.86,97,1
White,Joint,Not Hispanic or Latino,1,1,385000.0,205.0,42,65-74,14.97,127,1
White,Female,Not Hispanic or Latino,1,2,25000.0,117.0,36,45-54,12.34,127,0
White,Joint,Not Hispanic or Latino,1,1,205000.0,70.0,45,65-74,12.68,96,1
White,Male,Ethnicity Not Available,1,31,105000.0,187.0,42,35-44,22.13,163,1
White,Male,Ethnicity Not Available,1,2,25000.0,50.0,30%-<36%,45-54,19.54,87,0
White,Male,Not Hispanic or Latino,1,1,155000.0,34.0,>60%,55-64,8.14,116,0
White,Joint,Not Hispanic or Latino,1,2,305000.0,462.0,20%-<30%,45-54,27.92,207,0
White,Male,Not Hispanic or Latino,1,31,105000.0,0.0,>60%,45-54,26.66,384,0
Asian,Female,Not Hispanic or Latino,1,31,205000.0,0.0,>60%,>74,23.67,205,0
