race,sex,ethnicity,loan_type,loan_purpose,loan_amount,income,debt_to_income,applicant_age,tract_minority_pct,tract_income_pct,loan_approved
White,Female,Hispanic or Latino,1,2,55000.0,34.0,20%-<30%,45-54,20.98,145,0
Black or African American,Male,Not Hispanic or Latino,1,2,55000.0,36.0,>60%,65-74,51.69,60,0
White,Joint,Not Hispanic or Latino,1,1,1015000.0,613.0,30%-<36%,25-34,38.84,90,1
White,Male,Not Hispanic or Latino,1,31,45000.0,45.0,39,55-64,19.42,127,1
White,Male,Not Hispanic or Latino,1,2,205000.0,123.0,44,65-74,24.93,86,1
White,Male,Not Hispanic or Latino,1,31,105000.0,0.0,>60%,55-64,20.88,168,0
Black or African American,Joint,Not Hispanic or Latino,1,2,145000.0,174.0,45,45-54,17.67,132,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,126.0,38,45-54,25.37,76,1
White,Male,Not Hispanic or Latino,1,1,245000.0,94.0,36,35-44,12.57,139,1
White,Male,Not Hispanic or Latino,1,4,55000.0,100.0,49,45-54,12.18,154,1
Black or African American,Female,Not Hispanic or Latino,1,4,55000.0,59.0,48,65-74,35.15,141,1
White,Joint,Not Hispanic or Latino,1,1,175000.0,46.0,37,55-64,27.88,173,1
White,Female,Free Form Text Only,1,1,195000.0,86.0,38,55-64,19.5,81,1
White,Female,Not Hispanic or Latino,1,31,55000.0,39.0,36,65-74,10.66,131,1
Black or African American,Male,Not Hispanic or Latino,1,2,65000.0,56.0,50%-60%,>74,68.94,68,0
White,Female,Not Hispanic or Latino,1,4,345000.0,289.0,42,55-64,11.52,270,1
White,Joint,Not Hispanic or Latino,1,2,185000.0,135.0,30%-<36%,65-74,11.17,111,1
White,Joint,Not Hispanic or Latino,1,1,245000.0,184.0,<20%,65-74,6.95,103,1
White,Female,Not Hispanic or Latino,1,4,25000.0,111.0,30%-<36%,45-54,13.23,77,1
Black or African American,Female,Ethnicity Not Available,1,2,25000.0,53.0,>60%,45-54,43.82,131,0
White,Male,Not Hispanic or Latino,1,2,105000.0,196.0,>60%,45-54,27.85,80,0
White,Female,Not Hispanic or Latino,1,1,85000.0,91.0,50%-60%,35-44,11.3,304,1
White,Male,Not Hispanic or Latino,1,1,105000.0,60.0,>60%,>74,25.52,60,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,223.0,48,35-44,9.11,238,1
Black or African American,Female,Free Form Text Only,1,2,25000.0,45.0,>60%,65-74,98.05,62,0
White,Joint,Not Hispanic or Latino,1,31,255000.0,128.0,45,>74,17.01,134,1
Black or African American,Female,Not Hispanic or Latino,2,1,165000.0,81.0,50%-60%,55-64,48.34,61,0
White,Joint,Joint,1,2,205000.0,210.0,50%-60%,65-74,26.66,384,1
Black or African American,Male,Not Hispanic or Latino,1,4,25000.0,86.0,37,55-64,98.56,55,0
White,Joint,Not Hispanic or Latino,1,4,105000.0,114.0,50%-60%,55-64,6.24,59,1
White,Joint,Not Hispanic or Latino,1,4,575000.0,188.0,48,>74,24.62,134,0
Black or African American,Female,Not Hispanic or Latino,1,1,175000.0,85.0,37,25-34,84.9,109,1
Black or African American,Male,Not Hispanic or Latino,1,4,25000.0,86.0,37,55-64,98.56,55,0
White,Joint,Joint,1,4,105000.0,325.0,30%-<36%,45-54,21.58,145,0
White,Male,Ethnicity Not Available,1,1,175000.0,81.0,42,35-44,96.74,85,1
Black or African American,Male,Not Hispanic or Latino,1,2,65000.0,58.0,49,>74,68.94,68,0
White,Female,Not Hispanic or Latino,1,1,405000.0,195.0,36,45-54,27.28,123,1
White,Male,Not Hispanic or Latino,1,4,105000.0,96.0,48,55-64,7.36,89,1
Black or African American,Joint,Not Hispanic or Latino,1,4,105000.0,63.0,>60%,>74,78.9,95,0
White,Male,Not Hispanic or Latino,1,31,105000.0,89.0,30%-<36%,55-64,15.05,140,0
White,Male,Not Hispanic or Latino,1,31,505000.0,227.0,30%-<36%,55-64,17.38,157,1
Asian,Female,Ethnicity Not Available,1,4,125000.0,80.0,>60%,25-34,31.98,147,0
White,Male,Not Hispanic or Latino,1,2,65000.0,173.0,>60%,35-44,31.49,139,0
White,Joint,Not Hispanic or Latino,1,31,105000.0,75.0,42,>74,23.28,101,1
White,Female,Not Hispanic or Latino,1,4,75000.0,141.0,43,35-44,66.31,40,0
White,Female,Not Hispanic or Latino,1,2,25000.0,103.0,43,65-74,19.96,162,0
White,Male,Not Hispanic or Latino,1,2,125000.0,146.0,37,65-74,9.8,93,1
White,Joint,Not Hispanic or Latino,1,1,225000.0,109.0,30%-<36%,35-44,22.13,136,1
White,Male,Not Hispanic or Latino,1,1,385000.0,330.0,20%-<30%,35-44,36.11,109,1
Asian,Male,Ethnicity Not Available,1,1,155000.0,40.0,30%-<36%,25-34,14.34,67,1
White,Male,Not Hispanic or Latino,1,4,45000.0,16.0,39,65-74,12.15,127,0
Black or African American,Male,Not Hispanic or Latino,1,2,505000.0,3000.0,<20%,45-54,10.53,266,0
White,Male,Not Hispanic or Latino,1,2,25000.0,45.0,30%-<36%,55-64,16.19,80,0
White,Joint,Not Hispanic or Latino,1,2,25000.0,55.0,<20%,55-64,20.29,106,0
White,Male,Not Hispanic or Latino,1,1,305000.0,79.0,38,<25,12.54,102,1
White,Male,Not Hispanic or Latino,1,1,215000.0,100.0,30%-<36%,45-54,27.29,121,1
White,Joint,Free Form Text Only,1,2,505000.0,294.0,42,55-64,11.76,123,0
White,Male,Not Hispanic or Latino,1,2,75000.0,88.0,47,45-54,7.72,84,1
White,Female,Not Hispanic or Latino,1,1,225000.0,72.0,30%-<36%,<25,32.06,98,1
White,Female,Not Hispanic or Latino,1,2,75000.0,145.0,<20%,35-44,17.82,125,0
White,Joint,Not Hispanic or Latino,1,31,205000.0,210.0,50%-60%,55-64,47.53,141,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,0.0,>60%,25-34,53.21,0,0
White,Male,Not Hispanic or Latino,1,1,205000.0,61.0,30%-<36%,25-34,27.38,92,1
White,Joint,Not Hispanic or Latino,1,1,495000.0,343.0,<20%,35-44,61.09,90,1
White,Female,Not Hispanic or Latino,1,2,505000.0,263.0,38,65-74,6.13,94,1
Black or African American,Female,Not Hispanic or Latino,1,1,185000.0,84.0,37,35-44,31.01,70,1
Black or African American,Male,Hispanic or Latino,1,1,175000.0,29.0,>60%,55-64,98.73,80,0
White,Joint,Not Hispanic or Latino,1,4,75000.0,137.0,42,45-54,18.85,127,1
White,Male,Not Hispanic or Latino,1,2,35000.0,204.0,>60%,65-74,9.85,157,0
Black or African American,Male,Not Hispanic or Latino,1,31,135000.0,47.0,49,45-54,43.02,60,1
Black or African American,Female,Not Hispanic or Latino,1,4,55000.0,43.0,50%-60%,>74,27.99,68,0
White,Female,Not Hispanic or Latino,1,4,55000.0,104.0,20%-<30%,35-44,33.71,102,0
White,Female,Not Hispanic or Latino,1,4,25000.0,83.0,38,45-54,17.3,176,1
White,Male,Not Hispanic or Latino,1,1,95000.0,68.0,30%-<36%,25-34,54.42,67,0
White,Male,Not Hispanic or Latino,1,1,145000.0,54.0,41,25-34,25.46,63,1
White,Male,Not Hispanic or Latino,1,1,225000.0,108.0,20%-<30%,25-34,18.76,67,1
White,Female,Not Hispanic or Latino,1,31,55000.0,79.0,44,35-44,11.99,68,1
White,Male,Not Hispanic or Latino,1,4,45000.0,17.0,36,65-74,12.15,127,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,45.0,>60%,35-44,92.98,27,0
Black or African American,Joint,Hispanic or Latino,1,1,255000.0,76.0,30%-<36%,55-64,54.42,67,1
White,Male,Not Hispanic or Latino,1,2,75000.0,84.0,39,55-64,16.02,95,1
White,Female,Not Hispanic or Latino,1,1,265000.0,130.0,30%-<36%,45-54,15.12,92,1
White,Male,Not Hispanic or Latino,1,2,65000.0,43.0,<20%,65-74,19.06,94,0
White,Female,Not Hispanic or Latino,1,1,235000.0,69.0,47,25-34,16.57,88,1
White,Male,Not Hispanic or Latino,1,4,125000.0,236.0,43,35-44,9.85,157,1
White,Female,Ethnicity Not Available,1,1,225000.0,77.0,41,<25,82.3,71,1
Black or African American,Female,Not Hispanic or Latino,1,1,175000.0,69.0,30%-<36%,35-44,92.34,101,1
Asian,Male,Not Hispanic or Latino,1,2,55000.0,116.0,40,45-54,37.57,174,0
White,Female,Not Hispanic or Latino,1,2,55000.0,90.0,>60%,35-44,12.44,147,0
White,Female,Not Hispanic or Latino,1,2,25000.0,71.0,>60%,45-54,13.14,92,0
Black or African American,Male,Not Hispanic or Latino,1,1,225000.0,73.0,30%-<36%,45-54,97.63,67,1
White,Male,Not Hispanic or Latino,1,31,105000.0,95.0,38,35-44,19.86,99,1
White,Joint,Hispanic or Latino,1,31,65000.0,122.0,50%-60%,45-54,24.06,119,0
White,Male,Not Hispanic or Latino,1,2,25000.0,127.0,30%-<36%,55-64,38.93,125,0
White,Male,Not Hispanic or Latino,1,4,25000.0,58.0,20%-<30%,65-74,12.82,93,0
White,Female,Not Hispanic or Latino,1,4,55000.0,72.0,40,>74,50.11,75,1
Asian,Joint,Not Hispanic or Latino,1,31,195000.0,75.0,49,45-54,16.1,130,1
Asian,Male,Ethnicity Not Available,1,2,85000.0,50.0,50%-60%,25-34,46.99,114,0
White,Male,Not Hispanic or Latino,1,4,55000.0,95.0,>60%,45-54,7.49,125,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,44.0,47,25-34,97.39,88,0
White,Male,Not Hispanic or Latino,1,1,245000.0,124.0,20%-<30%,25-34,21.91,69,1
Black or African American,Male,Not Hispanic or Latino,1,1,235000.0,91.0,42,25-34,50.11,75,1
Black or African American,Female,Not Hispanic or Latino,1,1,145000.0,59.0,37,55-64,17.1,150,1
White,Joint,Ethnicity Not Available,1,4,155000.0,208.0,20%-<30%,65-74,26.79,95,0
White,Joint,Joint,1,1,215000.0,59.0,30%-<36%,25-34,21.02,126,1
2 or more minority races,Male,Not Hispanic or Latino,1,31,505000.0,42.0,>60%,65-74,51.5,184,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,101.0,50%-60%,55-64,6.45,74,0
White,Female,Not Hispanic or Latino,1,1,235000.0,108.0,30%-<36%,65-74,21.39,82,1
Black or African American,Female,Ethnicity Not Available,1,1,215000.0,150.0,20%-<30%,45-54,52.78,144,1
White,Female,Not Hispanic or Latino,1,2,55000.0,59.0,40,55-64,7.23,135,1
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,60.0,39,35-44,98.22,58,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,166.0,30%-<36%,>74,46.1,305,1
White,Joint,Hispanic or Latino,1,4,425000.0,204.0,50%-60%,65-74,26.6,153,0
White,Female,Not Hispanic or Latino,1,2,25000.0,35.0,50%-60%,65-74,8.38,143,0
White,Male,Not Hispanic or Latino,1,1,2325000.0,1193.0,20%-<30%,45-54,8.12,391,1
White,Joint,Hispanic or Latino,1,4,35000.0,124.0,49,45-54,24.06,119,0
Black or African American,Male,Not Hispanic or Latino,1,1,295000.0,103.0,41,55-64,21.85,54,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,168.0,50%-60%,45-54,8.61,115,0
White,Joint,Not Hispanic or Latino,1,31,105000.0,95.0,37,65-74,7.44,150,1
White,Female,Not Hispanic or Latino,1,1,265000.0,82.0,36,<25,15.87,129,1
Black or African American,Male,Ethnicity Not Available,1,1,2505000.0,4800.0,<20%,45-54,11.52,270,1
White,Joint,Not Hispanic or Latino,1,4,225000.0,245.0,47,45-54,11.12,238,1
Asian,Male,Not Hispanic or Latino,1,4,105000.0,136.0,30%-<36%,55-64,17.46,93,0
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,55.0,<20%,45-54,27.1,64,0
White,Female,Not Hispanic or Latino,1,2,55000.0,46.0,20%-<30%,>74,17.28,89,0
White,Male,Not Hispanic or Latino,1,1,545000.0,155.0,30%-<36%,45-54,17.67,132,1
White,Female,Not Hispanic or Latino,1,31,55000.0,28.0,>60%,65-74,25.33,88,0
White,Female,Not Hispanic or Latino,1,4,25000.0,56.0,40,55-64,39.99,91,0
2 or more minority races,Male,Not Hispanic or Latino,1,1,105000.0,48.0,20%-<30%,45-54,97.66,79,1
White,Female,Not Hispanic or Latino,1,2,25000.0,50.0,20%-<30%,35-44,30.12,72,0
White,Male,Not Hispanic or Latino,1,1,355000.0,170.0,30%-<36%,<25,9.6,137,0
White,Male,Not Hispanic or Latino,1,31,235000.0,127.0,42,65-74,21.46,186,1
White,Female,Not Hispanic or Latino,1,1,125000.0,123.0,<20%,25-34,16.86,149,1
White,Joint,Joint,1,1,455000.0,286.0,38,35-44,15.18,133,1
White,Male,Ethnicity Not Available,1,1,285000.0,161.0,20%-<30%,45-54,27.2,118,1
White,Joint,Ethnicity Not Available,1,2,25000.0,95.0,50%-60%,35-44,9.77,96,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,144.0,30%-<36%,25-34,12.26,88,0
White,Joint,Not Hispanic or Latino,1,1,135000.0,70.0,30%-<36%,65-74,6.03,98,1
White,Female,Not Hispanic or Latino,1,1,155000.0,47.0,47,55-64,10.84,115,1
Black or African American,Female,Not Hispanic or Latino,1,31,25000.0,89.0,>60%,45-54,42.93,128,0
White,Male,Not Hispanic or Latino,1,4,125000.0,136.0,50%-60%,45-54,18.34,95,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,78.0,30%-<36%,45-54,98.58,31,0
White,Male,Ethnicity Not Available,1,4,75000.0,47.0,>60%,65-74,16.07,64,0
White,Male,Hispanic or Latino,1,2,65000.0,63.0,50%-60%,45-54,10.96,82,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,55.0,<20%,35-44,97.12,46,0
White,Male,Not Hispanic or Latino,1,1,195000.0,68.0,44,45-54,9.11,68,1
White,Joint,Not Hispanic or Latino,1,4,205000.0,184.0,20%-<30%,55-64,47.92,102,1
White,Joint,Joint,1,4,55000.0,138.0,50%-60%,45-54,49.25,106,0
White,Joint,Not Hispanic or Latino,2,1,255000.0,120.0,50%-60%,35-44,15.68,143,1
White,Joint,Not Hispanic or Latino,1,2,25000.0,80.0,36,65-74,9.99,76,0
White,Female,Not Hispanic or Latino,1,2,55000.0,63.0,30%-<36%,45-54,47.92,102,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,73.0,39,45-54,36.91,64,1
White,Female,Not Hispanic or Latino,1,2,85000.0,93.0,49,25-34,13.01,147,1
White,Male,Not Hispanic or Latino,1,2,35000.0,69.0,47,55-64,9.85,157,1
Black or African American,Female,Not Hispanic or Latino,1,31,25000.0,70.0,20%-<30%,35-44,98.64,46,0
White,Female,Not Hispanic or Latino,1,2,105000.0,166.0,37,45-54,12.57,139,0
White,Joint,Not Hispanic or Latino,1,2,605000.0,721.0,30%-<36%,35-44,9.88,180,1
Black or African American,Male,Not Hispanic or Latino,1,2,35000.0,100.0,20%-<30%,65-74,16.56,130,0
White,Female,Ethnicity Not Available,1,4,55000.0,33.0,>60%,65-74,17.11,148,0
White,Male,Not Hispanic or Latino,1,31,155000.0,172.0,20%-<30%,55-64,17.18,220,1
White,Female,Not Hispanic or Latino,1,4,25000.0,73.0,37,55-64,20.31,79,0
White,Male,Not Hispanic or Latino,1,2,105000.0,180.0,20%-<30%,45-54,15.08,104,1
White,Male,Not Hispanic or Latino,1,2,25000.0,135.0,20%-<30%,55-64,12.57,159,0
White,Female,Not Hispanic or Latino,1,2,55000.0,74.0,44,55-64,20.88,168,0
White,Joint,Ethnicity Not Available,1,4,35000.0,133.0,20%-<30%,45-54,19.77,81,1
White,Male,Not Hispanic or Latino,1,2,55000.0,225.0,30%-<36%,35-44,33.57,268,1
Asian,Joint,Not Hispanic or Latino,1,4,75000.0,170.0,48,45-54,20.72,126,1
White,Male,Not Hispanic or Latino,1,2,205000.0,181.0,<20%,55-64,22.92,118,1
White,Female,Not Hispanic or Latino,1,2,35000.0,61.0,50%-60%,45-54,37.89,89,0
Black or African American,Male,Not Hispanic or Latino,1,1,185000.0,55.0,48,25-34,32.6,91,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,79.0,<20%,45-54,90.77,30,0
White,Male,Not Hispanic or Latino,1,4,105000.0,68.0,>60%,45-54,21.99,134,0
White,Female,Not Hispanic or Latino,1,31,105000.0,110.0,30%-<36%,55-64,17.44,138,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,49.0,>60%,65-74,54.79,89,0
White,Male,Not Hispanic or Latino,1,1,1265000.0,907.0,39,35-44,11.52,270,1
White,Male,Not Hispanic or Latino,2,1,215000.0,59.0,49,25-34,16.66,80,1
White,Female,Not Hispanic or Latino,1,2,65000.0,163.0,20%-<30%,65-74,6.38,111,0
White,Joint,Ethnicity Not Available,1,2,55000.0,63.0,>60%,>74,60.4,41,0
White,Male,Not Hispanic or Latino,1,2,25000.0,60.0,<20%,35-44,18.34,95,0
Asian,Male,Not Hispanic or Latino,1,1,165000.0,20.0,>60%,35-44,32.6,91,0
White,Female,Not Hispanic or Latino,1,2,55000.0,47.0,36,55-64,49.49,55,1
White,Female,Not Hispanic or Latino,1,4,55000.0,101.0,38,25-34,12.9,120,1
White,Male,Not Hispanic or Latino,1,1,295000.0,81.0,49,55-64,8.23,116,1
White,Female,Not Hispanic or Latino,1,4,45000.0,28.0,>60%,55-64,19.14,142,0
White,Male,Not Hispanic or Latino,1,31,355000.0,180.0,30%-<36%,55-64,21.2,80,1
White,Female,Not Hispanic or Latino,1,4,135000.0,190.0,50%-60%,45-54,5.22,104,0
White,Male,Not Hispanic or Latino,1,1,245000.0,89.0,38,25-34,12.09,98,0
White,Female,Not Hispanic or Latino,1,31,105000.0,48.0,44,>74,17.01,122,0
White,Female,Ethnicity Not Available,1,2,35000.0,42.0,20%-<30%,35-44,8.04,102,0
White,Male,Not Hispanic or Latino,1,31,105000.0,175.0,20%-<30%,>74,8.31,96,1
White,Male,Not Hispanic or Latino,1,2,55000.0,103.0,45,35-44,20.96,66,1
White,Female,Not Hispanic or Latino,1,31,35000.0,26.0,42,55-64,4.02,116,0
White,Female,Not Hispanic or Latino,1,2,55000.0,43.0,>60%,35-44,12.53,151,0
White,Female,Hispanic or Latino,1,1,375000.0,191.0,42,45-54,9.03,132,1
Black or African American,Male,Ethnicity Not Available,1,2,55000.0,47.0,>60%,>74,97.98,89,0
Black or African American,Male,Not Hispanic or Latino,1,2,55000.0,50.0,>60%,65-74,54.42,67,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,113.0,30%-<36%,55-64,20.41,149,1
White,Male,Not Hispanic or Latino,1,1,1005000.0,565.0,38,45-54,12.35,97,1
White,Male,Free Form Text Only,1,31,105000.0,40.0,>60%,65-74,34.43,273,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,75.0,50%-60%,35-44,36.87,73,0
White,Male,Ethnicity Not Available,1,4,55000.0,95.0,38,45-54,11.82,94,0
Black or African American,Female,Not Hispanic or Latino,1,2,65000.0,98.0,41,55-64,85.93,95,0
Black or African American,Joint,Not Hispanic or Latino,1,4,155000.0,24.0,>60%,55-64,54.26,105,0
White,Female,Ethnicity Not Available,1,4,205000.0,124.0,30%-<36%,65-74,12.65,132,1
White,Male,Not Hispanic or Latino,1,2,75000.0,78.0,47,35-44,39.52,92,1
White,Female,Not Hispanic or Latino,1,1,265000.0,70.0,41,25-34,15.67,121,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,49.0,42,65-74,7.22,114,1
White,Female,Not Hispanic or Latino,1,4,65000.0,85.0,>60%,55-64,8.84,89,0
White,Male,Not Hispanic or Latino,1,4,55000.0,65.0,41,45-54,54.35,72,0
Black or African American,Male,Not Hispanic or Latino,1,31,155000.0,0.0,>60%,65-74,20.46,120,0
Black or African American,Female,Not Hispanic or Latino,1,1,145000.0,50.0,39,25-34,97.52,54,1
White,Joint,Not Hispanic or Latino,1,2,35000.0,61.0,48,35-44,17.09,121,1
Black or African American,Joint,Ethnicity Not Available,1,2,65000.0,126.0,30%-<36%,55-64,56.38,59,0
White,Joint,Not Hispanic or Latino,1,1,545000.0,243.0,20%-<30%,35-44,19.84,137,1
White,Male,Not Hispanic or Latino,1,2,75000.0,63.0,37,25-34,10.19,117,1
Black or African American,Joint,Not Hispanic or Latino,1,2,105000.0,175.0,<20%,35-44,89.56,64,0
White,Joint,Not Hispanic or Latino,1,31,95000.0,125.0,>60%,45-54,9.32,114,0
American Indian or Alaska Native,Female,Not Hispanic or Latino,1,1,125000.0,50.0,41,25-34,97.69,51,0
White,Male,Not Hispanic or Latino,1,4,55000.0,38.0,>60%,55-64,11.78,89,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,42.0,45,65-74,92.16,116,1
White,Male,Ethnicity Not Available,1,2,155000.0,149.0,50%-60%,45-54,11.76,123,1
Black or African American,Female,Not Hispanic or Latino,1,4,105000.0,75.0,>60%,45-54,21.85,54,0
White,Female,Not Hispanic or Latino,1,4,35000.0,39.0,45,45-54,17.46,95,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,82.0,30%-<36%,45-54,96.34,66,0
Black or African American,Male,Not Hispanic or Latino,1,2,95000.0,143.0,40,35-44,12.21,115,0
White,Male,Not Hispanic or Latino,1,4,65000.0,150.0,48,35-44,11.9,215,1
White,Male,Not Hispanic or Latino,1,2,105000.0,235.0,<20%,65-74,7.44,150,0
White,Male,Not Hispanic or Latino,1,2,55000.0,52.0,50%-60%,65-74,9.26,136,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,138.0,>60%,55-64,12.76,124,0
White,Female,Not Hispanic or Latino,1,1,75000.0,98.0,20%-<30%,45-54,11.24,177,1
White,Female,Not Hispanic or Latino,1,2,55000.0,40.0,>60%,35-44,14.35,73,0
White,Male,Free Form Text Only,1,2,275000.0,241.0,49,55-64,11.76,123,1
White,Male,Ethnicity Not Available,1,2,55000.0,246.0,36,35-44,25.3,187,1
White,Joint,Joint,1,2,205000.0,96.0,>60%,45-54,17.17,94,0
White,Female,Not Hispanic or Latino,1,4,55000.0,42.0,50%-60%,65-74,22.73,143,0
White,Joint,Not Hispanic or Latino,1,2,115000.0,101.0,49,55-64,17.26,140,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,77.0,40,>74,26.6,153,0
Black or African American,Male,Not Hispanic or Latino,1,2,35000.0,53.0,49,55-64,69.34,100,1
Asian,Male,Not Hispanic or Latino,1,4,25000.0,86.0,50%-60%,55-64,12.85,85,0
White,Male,Not Hispanic or Latino,1,2,205000.0,49.0,>60%,55-64,17.09,114,0
Black or African American,Male,Not Hispanic or Latino,1,2,285000.0,0.0,>60%,45-54,16.1,130,0
Black or African American,Female,Not Hispanic or Latino,1,1,115000.0,50.0,30%-<36%,65-74,93.72,53,1
White,Female,Not Hispanic or Latino,1,1,155000.0,49.0,48,25-34,27.47,80,1
Black or African American,Female,Not Hispanic or Latino,1,1,85000.0,36.0,43,35-44,98.15,67,1
White,Male,Not Hispanic or Latino,1,4,45000.0,77.0,>60%,55-64,10.63,145,0
White,Joint,Not Hispanic or Latino,1,2,45000.0,260.0,20%-<30%,35-44,8.21,144,1
White,Female,Not Hispanic or Latino,1,2,55000.0,73.0,>60%,35-44,7.54,121,0
White,Male,Not Hispanic or Latino,1,31,55000.0,155.0,30%-<36%,45-54,10.43,89,1
White,Joint,Not Hispanic or Latino,1,2,85000.0,221.0,30%-<36%,45-54,18.66,96,1
White,Joint,Not Hispanic or Latino,1,2,365000.0,440.0,20%-<30%,35-44,26.66,384,0
Black or African American,Male,Not Hispanic or Latino,1,4,75000.0,100.0,50%-60%,35-44,18.04,154,0
White,Female,Not Hispanic or Latino,1,4,85000.0,100.0,50%-60%,25-34,11.86,90,0
White,Female,Not Hispanic or Latino,1,2,45000.0,139.0,<20%,45-54,11.1,143,0
White,Joint,Not Hispanic or Latino,1,31,255000.0,78.0,50%-60%,65-74,17.3,176,0
Asian,Joint,Not Hispanic or Latino,1,2,395000.0,69.0,>60%,55-64,13.52,85,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,116.0,36,65-74,25.26,135,1
White,Male,Hispanic or Latino,1,4,105000.0,246.0,30%-<36%,45-54,21.58,145,1
White,Joint,Not Hispanic or Latino,1,1,1655000.0,575.0,42,35-44,10.53,266,1
Black or African American,Joint,Not Hispanic or Latino,1,1,235000.0,148.0,20%-<30%,55-64,71.42,63,1
White,Male,Not Hispanic or Latino,1,31,305000.0,292.0,50%-60%,45-54,49.38,172,0
Asian,Male,Not Hispanic or Latino,1,4,185000.0,108.0,36,35-44,22.83,94,1
White,Joint,Not Hispanic or Latino,1,4,55000.0,90.0,<20%,55-64,17.19,109,0
White,Female,Not Hispanic or Latino,1,32,175000.0,79.0,20%-<30%,45-54,46.73,126,1
White,Female,Not Hispanic or Latino,1,1,125000.0,56.0,41,25-34,15.9,80,1
2 or more minority races,Male,Not Hispanic or Latino,1,1,165000.0,71.0,20%-<30%,25-34,40.96,72,1
Black or African American,Female,Ethnicity Not Available,1,2,25000.0,18.0,30%-<36%,55-64,92.62,49,0
White,Female,Not Hispanic or Latino,1,31,105000.0,100.0,>60%,55-64,32.55,100,0
White,Male,Not Hispanic or Latino,1,31,105000.0,52.0,47,>74,12.62,98,0
White,Joint,Ethnicity Not Available,1,2,55000.0,63.0,20%-<30%,65-74,16.2,120,0
White,Joint,Not Hispanic or Latino,1,31,155000.0,418.0,20%-<30%,55-64,26.66,384,1
White,Male,Not Hispanic or Latino,1,2,55000.0,35.0,38,>74,25.73,168,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,114.0,30%-<36%,>74,17.67,132,1
White,Male,Not Hispanic or Latino,1,2,35000.0,45.0,<20%,>74,98.21,45,0
Black or African American,Male,Not Hispanic or Latino,1,1,175000.0,95.0,20%-<30%,25-34,90.47,74,1
White,Joint,Not Hispanic or Latino,1,31,505000.0,227.0,50%-60%,55-64,12.43,186,1
White,Male,Not Hispanic or Latino,1,1,625000.0,410.0,42,35-44,10.46,160,1
White,Joint,Not Hispanic or Latino,1,31,125000.0,141.0,<20%,55-64,15.54,158,1
White,Female,Not Hispanic or Latino,1,31,105000.0,50.0,>60%,55-64,16.02,95,0
White,Male,Not Hispanic or Latino,1,1,155000.0,36.0,41,25-34,16.68,109,1
White,Joint,Not Hispanic or Latino,1,2,65000.0,108.0,44,55-64,32.04,79,1
White,Joint,Not Hispanic or Latino,1,31,255000.0,133.0,50%-60%,65-74,26.15,130,1
White,Male,Not Hispanic or Latino,1,31,105000.0,46.0,47,>74,13.07,132,0
White,Male,Not Hispanic or Latino,1,1,275000.0,76.0,47,35-44,17.3,99,1
White,Female,Not Hispanic or Latino,1,2,105000.0,360.0,<20%,55-64,9.22,179,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,53.0,50%-60%,65-74,8.89,141,0
Black or African American,Female,Not Hispanic or Latino,1,1,95000.0,50.0,40,25-34,59.9,34,1
White,Joint,Hispanic or Latino,1,1,75000.0,108.0,40,35-44,44.81,75,0
Black or African American,Female,Not Hispanic or Latino,1,1,85000.0,60.0,<20%,65-74,98.16,45,0
White,Female,Ethnicity Not Available,1,1,145000.0,42.0,44,45-54,23.96,96,1
Black or African American,Female,Not Hispanic or Latino,1,2,125000.0,58.0,41,35-44,43.82,131,1
White,Sex Not Available,Not Hispanic or Latino,2,1,185000.0,91.0,50%-60%,45-54,18.66,96,1
Black or African American,Male,Not Hispanic or Latino,1,4,55000.0,122.0,<20%,55-64,70.64,92,1
White,Female,Not Hispanic or Latino,1,31,55000.0,32.0,41,>74,39.59,89,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,131.0,30%-<36%,45-54,25.37,76,1
White,Joint,Not Hispanic or Latino,1,2,35000.0,109.0,>60%,55-64,8.35,123,0
